CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
,,,,F54B9A3B96DB447DAD88AD0B21A0685D019578D1,,,,,
,,,,B6B739386D618672C01743A19A0DABDEB7B07699,,,,,
,,,,B6B739386D618672C01743A19A0DABDEB7B07B47,,,,,
,,,,e92b73ad503a3a61174f8a51630a8f4afb8b2911,,,,,
,,,,aca3e5357ec96fc46a8a28d25282ba6f836ab931,,,,,
,,,,27B3A1B4CB88D623AE0589A36E0DBA5147C9E432,,,,,
,,,,0558C0FEF4FF737A88056E211FF4735280129FAB,,,,,
